Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Cluster
0.9091639709665634,-1.1888625724338129,-1.2846234388296902,-1.282163955068553,0.8036923701028852,-0.4819168877028146,-0.7368331046002994,0.7509086667173046,-0.807836717698647,2
-1.0999116022348152,0.8411401142461931,-0.3271508185366849,0.7799314557602994,-0.336418409757051,-0.4819168877028146,0.612410991612868,0.0978748475849478,-0.807836717698647,1
-1.0999116022348152,0.8411401142461931,1.4082683057443872,0.7799314557602994,-0.336418409757051,-0.4819168877028146,-0.7368331046002994,-1.2081927906797658,0.5775659049802103,1
0.9091639709665634,0.8411401142461931,1.4082683057443872,0.7799314557602994,1.5637662233428429,-0.7754709393757089,1.9616550878260357,-0.555158971547409,0.5775659049802103,1
-1.0999116022348152,0.8411401142461931,-0.2074667410000592,0.7799314557602994,0.0436185168629276,-0.4819168877028146,1.9616550878260357,2.056976304982018,0.5775659049802103,1
0.9091639709665634,0.8411401142461931,0.7500058792929462,-1.282163955068553,-1.0964922629970086,-0.7754709393757089,0.612410991612868,-0.555158971547409,0.5775659049802103,1
0.9091639709665634,-1.1888625724338129,-0.6862030511465619,0.7799314557602994,0.8036923701028852,-0.4819168877028146,-0.7368331046002994,0.0978748475849478,0.5775659049802103,2
-1.0999116022348152,-1.1888625724338129,-0.626361012378249,0.7799314557602994,0.8036923701028852,-0.4819168877028146,-0.7368331046002994,0.0978748475849478,0.5775659049802103,2
-1.0999116022348152,0.8411401142461931,1.0492160731345104,0.7799314557602994,-0.336418409757051,-0.7754709393757089,-0.7368331046002994,0.0978748475849478,1.270267216319639,1
-1.0999116022348152,0.8411401142461931,0.6901638405246333,0.7799314557602994,-1.0964922629970086,-0.4819168877028146,0.612410991612868,0.7509086667173046,0.5775659049802103,1
-1.0999116022348152,-1.1888625724338129,-1.0452552837564388,0.7799314557602994,-0.336418409757051,-0.4819168877028146,-0.7368331046002994,0.0978748475849478,0.5775659049802103,2
0.9091639709665634,-1.1888625724338129,-1.4641495551346286,-1.282163955068553,0.8036923701028852,0.398745267315868,-0.7368331046002994,0.7509086667173046,-0.807836717698647,2
-1.0999116022348152,-1.1888625724338129,-1.4641495551346286,-1.282163955068553,0.4236554434829064,-0.7754709393757089,-0.7368331046002994,0.0978748475849478,-1.5005380290380756,2
0.9091639709665634,0.8411401142461931,1.587794422049326,-1.282163955068553,1.5637662233428429,-0.4819168877028146,-0.7368331046002994,-1.2081927906797658,0.5775659049802103,1
-1.0999116022348152,0.8411401142461931,0.8696899568295718,-1.282163955068553,-0.7164553363770298,-0.7754709393757089,-0.7368331046002994,-1.2081927906797658,-1.5005380290380756,1
-1.0999116022348152,-1.1888625724338129,-0.1476247022317463,-1.282163955068553,0.8036923701028852,-0.4819168877028146,-0.7368331046002994,-0.555158971547409,-2.885940651716933,2
-1.0999116022348152,-1.1888625724338129,-0.6862030511465619,-1.282163955068553,1.183729296722864,1.8665155256803392,-0.7368331046002994,1.4039424858496614,-1.5005380290380756,2
0.9091639709665634,-1.1888625724338129,-0.7460450899148747,-1.282163955068553,0.8036923701028852,-0.4819168877028146,-0.7368331046002994,2.056976304982018,0.5775659049802103,2
0.9091639709665634,0.8411401142461931,0.8696899568295718,0.7799314557602994,0.0436185168629276,-0.4819168877028146,0.612410991612868,0.7509086667173046,0.5775659049802103,1
-1.0999116022348152,0.8411401142461931,2.1263727709641413,0.7799314557602994,-1.0964922629970086,-0.7754709393757089,1.9616550878260357,-1.2081927906797658,0.5775659049802103,1
0.9091639709665634,0.8411401142461931,0.3311116079147563,0.7799314557602994,1.183729296722864,2.747177680699022,-0.7368331046002994,-1.2081927906797658,-1.5005380290380756,0
-1.0999116022348152,-1.1888625724338129,-1.5239915939029416,-1.282163955068553,0.8036923701028852,0.1051912156429737,-0.7368331046002994,0.7509086667173046,0.5775659049802103,2
